Gene_Name_HPA,image
HDAC2,B2AI_1_Paclitaxel_C3_R2_z01_
HDAC2,B2AI_1_Paclitaxel_C3_R3_z01_
HDAC2,B2AI_1_Paclitaxel_C3_R4_z01_
HDAC2,B2AI_1_Paclitaxel_C3_R5_z01_
HDAC2,B2AI_1_Paclitaxel_C3_R6_z01_
PRR12,B2AI_2_Paclitaxel_E3_R1_z02_
PRR12,B2AI_2_Paclitaxel_E3_R11_z02_
PRR12,B2AI_2_Paclitaxel_E3_R12_z01_
PRR12,B2AI_2_Paclitaxel_E3_R13_z02_
PRR12,B2AI_2_Paclitaxel_E3_R14_z02_
PRR12,B2AI_2_Paclitaxel_E3_R2_z02_
PRR12,B2AI_2_Paclitaxel_E3_R3_z02_
PRR12,B2AI_2_Paclitaxel_E3_R4_z02_
PRR12,B2AI_2_Paclitaxel_E3_R5_z01_
PRR12,B2AI_2_Paclitaxel_E3_R6_z02_
PRR12,B2AI_2_Paclitaxel_E3_R7_z02_
PRR12,B2AI_2_Paclitaxel_E3_R8_z02_
CHD4,B2AI_1_Paclitaxel_E10_R1_z01_
CHD4,B2AI_1_Paclitaxel_E10_R2_z01_
CHD4,B2AI_1_Paclitaxel_E10_R3_z01_
CHD4,B2AI_1_Paclitaxel_E10_R4_z01_
CHD4,B2AI_1_Paclitaxel_E10_R5_z01_
CHD4,B2AI_1_Paclitaxel_E10_R6_z01_
CHD4,B2AI_1_Paclitaxel_E10_R7_z01_
CHD4,B2AI_1_Paclitaxel_E10_R8_z01_
ARHGEF11,B2AI_3_Paclitaxel_D3_R1_z01_
ARHGEF11,B2AI_3_Paclitaxel_D3_R11_z00_
ARHGEF11,B2AI_3_Paclitaxel_D3_R12_z00_
ARHGEF11,B2AI_3_Paclitaxel_D3_R2_z02_
ARHGEF11,B2AI_3_Paclitaxel_D3_R3_z02_
ARHGEF11,B2AI_3_Paclitaxel_D3_R4_z01_
ARHGEF11,B2AI_3_Paclitaxel_D3_R5_z02_
ARHGEF11,B2AI_3_Paclitaxel_D3_R6_z02_
ARHGEF11,B2AI_3_Paclitaxel_D3_R7_z01_
ARHGEF11,B2AI_3_Paclitaxel_D3_R8_z01_
THRAP3,B2AI_4_Paclitaxel_B3_R1_z01_
THRAP3,B2AI_4_Paclitaxel_B3_R11_z01_
THRAP3,B2AI_4_Paclitaxel_B3_R12_z02_
THRAP3,B2AI_4_Paclitaxel_B3_R13_z01_
THRAP3,B2AI_4_Paclitaxel_B3_R14_z02_
THRAP3,B2AI_4_Paclitaxel_B3_R2_z02_
THRAP3,B2AI_4_Paclitaxel_B3_R4_z01_
THRAP3,B2AI_4_Paclitaxel_B3_R5_z01_
THRAP3,B2AI_4_Paclitaxel_B3_R6_z01_
THRAP3,B2AI_4_Paclitaxel_B3_R7_z01_
THRAP3,B2AI_4_Paclitaxel_B3_R8_z01_
P3H1,B2AI_2_Paclitaxel_F3_R11_z01_
P3H1,B2AI_2_Paclitaxel_F3_R12_z01_
P3H1,B2AI_2_Paclitaxel_F3_R13_z02_
P3H1,B2AI_2_Paclitaxel_F3_R14_z02_
P3H1,B2AI_2_Paclitaxel_F3_R2_z02_
P3H1,B2AI_2_Paclitaxel_F3_R3_z02_
P3H1,B2AI_2_Paclitaxel_F3_R4_z02_
P3H1,B2AI_2_Paclitaxel_F3_R5_z02_
P3H1,B2AI_2_Paclitaxel_F3_R6_z02_
P3H1,B2AI_2_Paclitaxel_F3_R7_z02_
P3H1,B2AI_2_Paclitaxel_F3_R8_z01_
ALDH18A1,B2AI_5_Paclitaxel_G2_R1_z01_
ALDH18A1,B2AI_5_Paclitaxel_G2_R11_z01_
ALDH18A1,B2AI_5_Paclitaxel_G2_R12_z01_
ALDH18A1,B2AI_5_Paclitaxel_G2_R14_z01_
ALDH18A1,B2AI_5_Paclitaxel_G2_R2_z01_
ALDH18A1,B2AI_5_Paclitaxel_G2_R3_z01_
ALDH18A1,B2AI_5_Paclitaxel_G2_R4_z01_
ALDH18A1,B2AI_5_Paclitaxel_G2_R5_z01_
ALDH18A1,B2AI_5_Paclitaxel_G2_R6_z01_
ALDH18A1,B2AI_5_Paclitaxel_G2_R8_z01_
CA5B,B2AI_4_Paclitaxel_C3_R1_z01_
CA5B,B2AI_4_Paclitaxel_C3_R11_z01_
CA5B,B2AI_4_Paclitaxel_C3_R2_z01_
CA5B,B2AI_4_Paclitaxel_C3_R3_z01_
CA5B,B2AI_4_Paclitaxel_C3_R4_z01_
CA5B,B2AI_4_Paclitaxel_C3_R5_z00_
CA5B,B2AI_4_Paclitaxel_C3_R6_z01_
CA5B,B2AI_4_Paclitaxel_C3_R7_z00_
CA5B,B2AI_4_Paclitaxel_C3_R8_z00_
ARHGEF1,B2AI_3_Paclitaxel_E3_R1_z01_
ARHGEF1,B2AI_3_Paclitaxel_E3_R12_z00_
ARHGEF1,B2AI_3_Paclitaxel_E3_R13_z00_
ARHGEF1,B2AI_3_Paclitaxel_E3_R14_z01_
ARHGEF1,B2AI_3_Paclitaxel_E3_R2_z01_
ARHGEF1,B2AI_3_Paclitaxel_E3_R3_z00_
ARHGEF1,B2AI_3_Paclitaxel_E3_R4_z01_
ARHGEF1,B2AI_3_Paclitaxel_E3_R5_z00_
ARHGEF1,B2AI_3_Paclitaxel_E3_R6_z01_
ARHGEF1,B2AI_3_Paclitaxel_E3_R8_z02_
HIP1,B2AI_2_Paclitaxel_G3_R1_z02_
HIP1,B2AI_2_Paclitaxel_G3_R12_z02_
HIP1,B2AI_2_Paclitaxel_G3_R13_z02_
HIP1,B2AI_2_Paclitaxel_G3_R2_z02_
HIP1,B2AI_2_Paclitaxel_G3_R3_z02_
HIP1,B2AI_2_Paclitaxel_G3_R4_z02_
HIP1,B2AI_2_Paclitaxel_G3_R5_z02_
HIP1,B2AI_2_Paclitaxel_G3_R6_z02_
HIP1,B2AI_2_Paclitaxel_G3_R7_z01_
HIP1,B2AI_2_Paclitaxel_G3_R8_z02_
MYOF,B2AI_2_Paclitaxel_H3_R11_z02_
MYOF,B2AI_2_Paclitaxel_H3_R13_z02_
MYOF,B2AI_2_Paclitaxel_H3_R14_z02_
MYOF,B2AI_2_Paclitaxel_H3_R15_z00_
MYOF,B2AI_2_Paclitaxel_H3_R17_z00_
MYOF,B2AI_2_Paclitaxel_H3_R18_z00_
MYOF,B2AI_2_Paclitaxel_H3_R5_z02_
MYOF,B2AI_2_Paclitaxel_H3_R6_z00_
MYOF,B2AI_2_Paclitaxel_H3_R7_z02_
MYOF,B2AI_2_Paclitaxel_H3_R8_z01_
COX6C,B2AI_5_Paclitaxel_H2_R12_z01_
COX6C,B2AI_5_Paclitaxel_H2_R13_z01_
COX6C,B2AI_5_Paclitaxel_H2_R14_z01_
COX6C,B2AI_5_Paclitaxel_H2_R16_z02_
COX6C,B2AI_5_Paclitaxel_H2_R18_z01_
COX6C,B2AI_5_Paclitaxel_H2_R21_z01_
COX6C,B2AI_5_Paclitaxel_H2_R22_z01_
COX6C,B2AI_5_Paclitaxel_H2_R23_z01_
COX6C,B2AI_5_Paclitaxel_H2_R26_z00_
COX6C,B2AI_5_Paclitaxel_H2_R27_z01_
COX6C,B2AI_5_Paclitaxel_H2_R5_z00_
TOMM70,B2AI_4_Paclitaxel_D3_R1_z01_
TOMM70,B2AI_4_Paclitaxel_D3_R11_z01_
TOMM70,B2AI_4_Paclitaxel_D3_R13_z01_
TOMM70,B2AI_4_Paclitaxel_D3_R14_z02_
TOMM70,B2AI_4_Paclitaxel_D3_R2_z01_
TOMM70,B2AI_4_Paclitaxel_D3_R4_z01_
TOMM70,B2AI_4_Paclitaxel_D3_R5_z01_
TOMM70,B2AI_4_Paclitaxel_D3_R6_z01_
TOMM70,B2AI_4_Paclitaxel_D3_R7_z01_
TOMM70,B2AI_4_Paclitaxel_D3_R8_z01_
STOML1,B2AI_3_Paclitaxel_F3_R1_z02_
STOML1,B2AI_3_Paclitaxel_F3_R11_z00_
STOML1,B2AI_3_Paclitaxel_F3_R12_z00_
STOML1,B2AI_3_Paclitaxel_F3_R13_z00_
STOML1,B2AI_3_Paclitaxel_F3_R2_z01_
STOML1,B2AI_3_Paclitaxel_F3_R3_z01_
STOML1,B2AI_3_Paclitaxel_F3_R4_z01_
STOML1,B2AI_3_Paclitaxel_F3_R5_z01_
STOML1,B2AI_3_Paclitaxel_F3_R6_z02_
STOML1,B2AI_3_Paclitaxel_F3_R7_z01_
STOML1,B2AI_3_Paclitaxel_F3_R8_z02_
TMEM41B,B2AI_3_Paclitaxel_G3_R1_z01_
TMEM41B,B2AI_3_Paclitaxel_G3_R11_z01_
TMEM41B,B2AI_3_Paclitaxel_G3_R12_z01_
TMEM41B,B2AI_3_Paclitaxel_G3_R13_z00_
TMEM41B,B2AI_3_Paclitaxel_G3_R2_z01_
TMEM41B,B2AI_3_Paclitaxel_G3_R3_z02_
TMEM41B,B2AI_3_Paclitaxel_G3_R4_z01_
TMEM41B,B2AI_3_Paclitaxel_G3_R5_z01_
TMEM41B,B2AI_3_Paclitaxel_G3_R7_z01_
TMEM41B,B2AI_3_Paclitaxel_G3_R8_z01_
ACTR2,B2AI_4_Paclitaxel_E3_R1_z02_
ACTR2,B2AI_4_Paclitaxel_E3_R11_z02_
ACTR2,B2AI_4_Paclitaxel_E3_R2_z02_
ACTR2,B2AI_4_Paclitaxel_E3_R21_z01_
ACTR2,B2AI_4_Paclitaxel_E3_R22_z01_
ACTR2,B2AI_4_Paclitaxel_E3_R23_z02_
ACTR2,B2AI_4_Paclitaxel_E3_R24_z01_
ACTR2,B2AI_4_Paclitaxel_E3_R25_z02_
ACTR2,B2AI_4_Paclitaxel_E3_R26_z02_
ACTR2,B2AI_4_Paclitaxel_E3_R27_z01_
ACTR2,B2AI_4_Paclitaxel_E3_R28_z01_
ACTR2,B2AI_4_Paclitaxel_E3_R3_z02_
ACTR2,B2AI_4_Paclitaxel_E3_R4_z02_
ACTR2,B2AI_4_Paclitaxel_E3_R5_z02_
ACTR2,B2AI_4_Paclitaxel_E3_R6_z02_
ACTR2,B2AI_4_Paclitaxel_E3_R7_z02_
ACTR2,B2AI_4_Paclitaxel_E3_R8_z01_
ZNF532,B2AI_3_Paclitaxel_H3_R1_z00_
ZNF532,B2AI_3_Paclitaxel_H3_R11_z00_
ZNF532,B2AI_3_Paclitaxel_H3_R12_z00_
ZNF532,B2AI_3_Paclitaxel_H3_R13_z00_
ZNF532,B2AI_3_Paclitaxel_H3_R14_z00_
ZNF532,B2AI_3_Paclitaxel_H3_R17_z01_
ZNF532,B2AI_3_Paclitaxel_H3_R18_z01_
ZNF532,B2AI_3_Paclitaxel_H3_R2_z00_
ZNF532,B2AI_3_Paclitaxel_H3_R3_z00_
ZNF532,B2AI_3_Paclitaxel_H3_R4_z01_
ZNF532,B2AI_3_Paclitaxel_H3_R5_z01_
ZNF532,B2AI_3_Paclitaxel_H3_R6_z01_
ZNF532,B2AI_3_Paclitaxel_H3_R7_z00_
ZNF532,B2AI_3_Paclitaxel_H3_R8_z01_
PBRM1,B2AI_2_Paclitaxel_A4_R1_z00_
PBRM1,B2AI_2_Paclitaxel_A4_R12_z00_
PBRM1,B2AI_2_Paclitaxel_A4_R13_z00_
PBRM1,B2AI_2_Paclitaxel_A4_R2_z02_
PBRM1,B2AI_2_Paclitaxel_A4_R3_z02_
PBRM1,B2AI_2_Paclitaxel_A4_R4_z01_
PBRM1,B2AI_2_Paclitaxel_A4_R5_z00_
PBRM1,B2AI_2_Paclitaxel_A4_R6_z02_
PBRM1,B2AI_2_Paclitaxel_A4_R7_z01_
PBRM1,B2AI_2_Paclitaxel_A4_R8_z01_
LAMA4,B2AI_2_Paclitaxel_B4_R1_z01_
LAMA4,B2AI_2_Paclitaxel_B4_R11_z01_
LAMA4,B2AI_2_Paclitaxel_B4_R12_z00_
LAMA4,B2AI_2_Paclitaxel_B4_R2_z01_
LAMA4,B2AI_2_Paclitaxel_B4_R3_z01_
LAMA4,B2AI_2_Paclitaxel_B4_R4_z01_
LAMA4,B2AI_2_Paclitaxel_B4_R5_z00_
LAMA4,B2AI_2_Paclitaxel_B4_R6_z02_
LAMA4,B2AI_2_Paclitaxel_B4_R7_z00_
LAMA4,B2AI_2_Paclitaxel_B4_R8_z01_
KDM3B,B2AI_1_Paclitaxel_F4_R1_z00_
KDM3B,B2AI_1_Paclitaxel_F4_R2_z02_
KDM3B,B2AI_1_Paclitaxel_F4_R3_z00_
KDM3B,B2AI_1_Paclitaxel_F4_R4_z00_
KDM3B,B2AI_1_Paclitaxel_F4_R5_z01_
KDM3B,B2AI_1_Paclitaxel_F4_R6_z00_
KDM3B,B2AI_1_Paclitaxel_F4_R8_z00_
P4HA2,B2AI_2_Paclitaxel_C4_R1_z02_
P4HA2,B2AI_2_Paclitaxel_C4_R11_z01_
P4HA2,B2AI_2_Paclitaxel_C4_R12_z01_
P4HA2,B2AI_2_Paclitaxel_C4_R13_z02_
P4HA2,B2AI_2_Paclitaxel_C4_R14_z01_
P4HA2,B2AI_2_Paclitaxel_C4_R2_z01_
P4HA2,B2AI_2_Paclitaxel_C4_R3_z02_
P4HA2,B2AI_2_Paclitaxel_C4_R4_z01_
P4HA2,B2AI_2_Paclitaxel_C4_R5_z01_
P4HA2,B2AI_2_Paclitaxel_C4_R6_z00_
P4HA2,B2AI_2_Paclitaxel_C4_R7_z02_
P4HA2,B2AI_2_Paclitaxel_C4_R8_z01_
DOCK5,B2AI_2_Paclitaxel_D4_R1_z02_
DOCK5,B2AI_2_Paclitaxel_D4_R11_z02_
DOCK5,B2AI_2_Paclitaxel_D4_R12_z01_
DOCK5,B2AI_2_Paclitaxel_D4_R13_z01_
DOCK5,B2AI_2_Paclitaxel_D4_R14_z01_
DOCK5,B2AI_2_Paclitaxel_D4_R15_z00_
DOCK5,B2AI_2_Paclitaxel_D4_R2_z02_
DOCK5,B2AI_2_Paclitaxel_D4_R3_z02_
DOCK5,B2AI_2_Paclitaxel_D4_R4_z02_
DOCK5,B2AI_2_Paclitaxel_D4_R5_z01_
DOCK5,B2AI_2_Paclitaxel_D4_R6_z02_
DOCK5,B2AI_2_Paclitaxel_D4_R7_z02_
DOCK5,B2AI_2_Paclitaxel_D4_R8_z01_
BABAM2,B2AI_4_Paclitaxel_F3_R1_z02_
BABAM2,B2AI_4_Paclitaxel_F3_R2_z02_
BABAM2,B2AI_4_Paclitaxel_F3_R3_z02_
BABAM2,B2AI_4_Paclitaxel_F3_R4_z02_
BABAM2,B2AI_4_Paclitaxel_F3_R5_z02_
BABAM2,B2AI_4_Paclitaxel_F3_R6_z00_
BABAM2,B2AI_4_Paclitaxel_F3_R7_z02_
BABAM2,B2AI_4_Paclitaxel_F3_R8_z02_
SLC3A2,B2AI_2_Paclitaxel_E4_R1_z02_
SLC3A2,B2AI_2_Paclitaxel_E4_R11_z02_
SLC3A2,B2AI_2_Paclitaxel_E4_R12_z01_
SLC3A2,B2AI_2_Paclitaxel_E4_R13_z02_
SLC3A2,B2AI_2_Paclitaxel_E4_R14_z02_
SLC3A2,B2AI_2_Paclitaxel_E4_R2_z02_
SLC3A2,B2AI_2_Paclitaxel_E4_R3_z02_
SLC3A2,B2AI_2_Paclitaxel_E4_R4_z02_
SLC3A2,B2AI_2_Paclitaxel_E4_R5_z01_
SLC3A2,B2AI_2_Paclitaxel_E4_R6_z02_
SLC3A2,B2AI_2_Paclitaxel_E4_R7_z02_
SLC3A2,B2AI_2_Paclitaxel_E4_R8_z00_
CTSB,B2AI_4_Paclitaxel_G3_R1_z02_
CTSB,B2AI_4_Paclitaxel_G3_R3_z02_
CTSB,B2AI_4_Paclitaxel_G3_R4_z02_
CTSB,B2AI_4_Paclitaxel_G3_R5_z01_
CTSB,B2AI_4_Paclitaxel_G3_R6_z01_
CTSB,B2AI_4_Paclitaxel_G3_R7_z01_
CTSB,B2AI_4_Paclitaxel_G3_R8_z01_
COPS2,B2AI_3_Paclitaxel_A4_R1_z00_
COPS2,B2AI_3_Paclitaxel_A4_R11_z00_
COPS2,B2AI_3_Paclitaxel_A4_R12_z00_
COPS2,B2AI_3_Paclitaxel_A4_R13_z00_
COPS2,B2AI_3_Paclitaxel_A4_R14_z00_
COPS2,B2AI_3_Paclitaxel_A4_R2_z00_
COPS2,B2AI_3_Paclitaxel_A4_R3_z00_
COPS2,B2AI_3_Paclitaxel_A4_R4_z02_
COPS2,B2AI_3_Paclitaxel_A4_R5_z01_
COPS2,B2AI_3_Paclitaxel_A4_R6_z02_
COPS2,B2AI_3_Paclitaxel_A4_R7_z00_
COPS2,B2AI_3_Paclitaxel_A4_R8_z01_
RANBP2,B2AI_3_Paclitaxel_B4_R1_z01_
RANBP2,B2AI_3_Paclitaxel_B4_R11_z00_
RANBP2,B2AI_3_Paclitaxel_B4_R12_z00_
RANBP2,B2AI_3_Paclitaxel_B4_R13_z00_
RANBP2,B2AI_3_Paclitaxel_B4_R14_z00_
RANBP2,B2AI_3_Paclitaxel_B4_R3_z02_
RANBP2,B2AI_3_Paclitaxel_B4_R4_z02_
RANBP2,B2AI_3_Paclitaxel_B4_R6_z01_
RANBP2,B2AI_3_Paclitaxel_B4_R7_z02_
RANBP2,B2AI_3_Paclitaxel_B4_R8_z02_
SEPTIN2,B2AI_4_Paclitaxel_H3_R1_z02_
SEPTIN2,B2AI_4_Paclitaxel_H3_R2_z02_
SEPTIN2,B2AI_4_Paclitaxel_H3_R3_z01_
SEPTIN2,B2AI_4_Paclitaxel_H3_R4_z02_
SEPTIN2,B2AI_4_Paclitaxel_H3_R5_z02_
SEPTIN2,B2AI_4_Paclitaxel_H3_R6_z00_
SEPTIN2,B2AI_4_Paclitaxel_H3_R7_z01_
FOS,B2AI_4_Paclitaxel_A4_R1_z01_
FOS,B2AI_4_Paclitaxel_A4_R12_z01_
FOS,B2AI_4_Paclitaxel_A4_R2_z01_
FOS,B2AI_4_Paclitaxel_A4_R3_z01_
FOS,B2AI_4_Paclitaxel_A4_R4_z01_
FOS,B2AI_4_Paclitaxel_A4_R5_z01_
FOS,B2AI_4_Paclitaxel_A4_R6_z01_
FOS,B2AI_4_Paclitaxel_A4_R7_z01_
FOS,B2AI_4_Paclitaxel_A4_R8_z01_
SERPINB1,B2AI_4_Paclitaxel_B4_R1_z01_
SERPINB1,B2AI_4_Paclitaxel_B4_R11_z02_
SERPINB1,B2AI_4_Paclitaxel_B4_R12_z02_
SERPINB1,B2AI_4_Paclitaxel_B4_R2_z01_
SERPINB1,B2AI_4_Paclitaxel_B4_R3_z01_
SERPINB1,B2AI_4_Paclitaxel_B4_R4_z01_
SERPINB1,B2AI_4_Paclitaxel_B4_R5_z01_
SERPINB1,B2AI_4_Paclitaxel_B4_R6_z01_
SERPINB1,B2AI_4_Paclitaxel_B4_R7_z01_
SERPINB1,B2AI_4_Paclitaxel_B4_R8_z01_
CTBP1,B2AI_5_Paclitaxel_B3_R11_z02_
CTBP1,B2AI_5_Paclitaxel_B3_R12_z02_
CTBP1,B2AI_5_Paclitaxel_B3_R13_z01_
CTBP1,B2AI_5_Paclitaxel_B3_R14_z02_
CTBP1,B2AI_5_Paclitaxel_B3_R15_z02_
CTBP1,B2AI_5_Paclitaxel_B3_R16_z02_
CTBP1,B2AI_5_Paclitaxel_B3_R2_z00_
CTBP1,B2AI_5_Paclitaxel_B3_R3_z01_
CTBP1,B2AI_5_Paclitaxel_B3_R4_z00_
CTBP1,B2AI_5_Paclitaxel_B3_R5_z01_
CTBP1,B2AI_5_Paclitaxel_B3_R8_z00_
ETFA,B2AI_5_Paclitaxel_C3_R1_z01_
ETFA,B2AI_5_Paclitaxel_C3_R11_z01_
ETFA,B2AI_5_Paclitaxel_C3_R12_z02_
ETFA,B2AI_5_Paclitaxel_C3_R13_z01_
ETFA,B2AI_5_Paclitaxel_C3_R14_z01_
ETFA,B2AI_5_Paclitaxel_C3_R2_z00_
ETFA,B2AI_5_Paclitaxel_C3_R3_z01_
ETFA,B2AI_5_Paclitaxel_C3_R4_z01_
ETFA,B2AI_5_Paclitaxel_C3_R5_z00_
ETFA,B2AI_5_Paclitaxel_C3_R6_z01_
ETFA,B2AI_5_Paclitaxel_C3_R7_z01_
ACADVL,B2AI_5_Paclitaxel_D3_R1_z01_
ACADVL,B2AI_5_Paclitaxel_D3_R11_z01_
ACADVL,B2AI_5_Paclitaxel_D3_R12_z01_
ACADVL,B2AI_5_Paclitaxel_D3_R2_z01_
ACADVL,B2AI_5_Paclitaxel_D3_R3_z01_
ACADVL,B2AI_5_Paclitaxel_D3_R4_z01_
ACADVL,B2AI_5_Paclitaxel_D3_R5_z01_
ACADVL,B2AI_5_Paclitaxel_D3_R6_z00_
ACADVL,B2AI_5_Paclitaxel_D3_R7_z00_
ACADVL,B2AI_5_Paclitaxel_D3_R8_z01_
TET1,B2AI_1_Paclitaxel_C5_R1_z01_
TET1,B2AI_1_Paclitaxel_C5_R2_z01_
TET1,B2AI_1_Paclitaxel_C5_R3_z01_
TET1,B2AI_1_Paclitaxel_C5_R4_z01_
TET1,B2AI_1_Paclitaxel_C5_R5_z01_
TET1,B2AI_1_Paclitaxel_C5_R6_z01_
TET1,B2AI_1_Paclitaxel_C5_R8_z01_
CREB1,B2AI_3_Paclitaxel_C4_R1_z02_
CREB1,B2AI_3_Paclitaxel_C4_R12_z00_
CREB1,B2AI_3_Paclitaxel_C4_R13_z00_
CREB1,B2AI_3_Paclitaxel_C4_R2_z01_
CREB1,B2AI_3_Paclitaxel_C4_R3_z01_
CREB1,B2AI_3_Paclitaxel_C4_R4_z01_
CREB1,B2AI_3_Paclitaxel_C4_R5_z02_
CREB1,B2AI_3_Paclitaxel_C4_R6_z02_
CREB1,B2AI_3_Paclitaxel_C4_R7_z01_
CREB1,B2AI_3_Paclitaxel_C4_R8_z02_
TBL1XR1,B2AI_4_Paclitaxel_C4_R1_z01_
TBL1XR1,B2AI_4_Paclitaxel_C4_R11_z01_
TBL1XR1,B2AI_4_Paclitaxel_C4_R2_z01_
TBL1XR1,B2AI_4_Paclitaxel_C4_R3_z01_
TBL1XR1,B2AI_4_Paclitaxel_C4_R4_z01_
TBL1XR1,B2AI_4_Paclitaxel_C4_R5_z01_
TBL1XR1,B2AI_4_Paclitaxel_C4_R6_z02_
TBL1XR1,B2AI_4_Paclitaxel_C4_R7_z01_
TBL1XR1,B2AI_4_Paclitaxel_C4_R8_z01_
ACO1,B2AI_4_Paclitaxel_D4_R1_z01_
ACO1,B2AI_4_Paclitaxel_D4_R11_z01_
ACO1,B2AI_4_Paclitaxel_D4_R2_z01_
ACO1,B2AI_4_Paclitaxel_D4_R3_z02_
ACO1,B2AI_4_Paclitaxel_D4_R4_z02_
ACO1,B2AI_4_Paclitaxel_D4_R5_z01_
ACO1,B2AI_4_Paclitaxel_D4_R6_z01_
ACO1,B2AI_4_Paclitaxel_D4_R7_z01_
ACO1,B2AI_4_Paclitaxel_D4_R8_z01_
AMACR,B2AI_3_Paclitaxel_D4_R1_z01_
AMACR,B2AI_3_Paclitaxel_D4_R11_z00_
AMACR,B2AI_3_Paclitaxel_D4_R12_z00_
AMACR,B2AI_3_Paclitaxel_D4_R13_z00_
AMACR,B2AI_3_Paclitaxel_D4_R2_z01_
AMACR,B2AI_3_Paclitaxel_D4_R3_z02_
AMACR,B2AI_3_Paclitaxel_D4_R4_z02_
AMACR,B2AI_3_Paclitaxel_D4_R5_z01_
AMACR,B2AI_3_Paclitaxel_D4_R6_z02_
AMACR,B2AI_3_Paclitaxel_D4_R7_z02_
AMACR,B2AI_3_Paclitaxel_D4_R8_z02_
HDAC10,B2AI_1_Paclitaxel_C4_R1_z01_
HDAC10,B2AI_1_Paclitaxel_C4_R2_z01_
HDAC10,B2AI_1_Paclitaxel_C4_R4_z01_
HDAC10,B2AI_1_Paclitaxel_C4_R7_z01_
AGFG2,B2AI_3_Paclitaxel_E4_R1_z01_
AGFG2,B2AI_3_Paclitaxel_E4_R11_z01_
AGFG2,B2AI_3_Paclitaxel_E4_R12_z00_
AGFG2,B2AI_3_Paclitaxel_E4_R13_z00_
AGFG2,B2AI_3_Paclitaxel_E4_R2_z01_
AGFG2,B2AI_3_Paclitaxel_E4_R3_z01_
AGFG2,B2AI_3_Paclitaxel_E4_R4_z01_
AGFG2,B2AI_3_Paclitaxel_E4_R5_z01_
AGFG2,B2AI_3_Paclitaxel_E4_R6_z01_
AGFG2,B2AI_3_Paclitaxel_E4_R7_z01_
AGFG2,B2AI_3_Paclitaxel_E4_R8_z01_
GSTP1,B2AI_5_Paclitaxel_E3_R1_z00_
GSTP1,B2AI_5_Paclitaxel_E3_R11_z00_
GSTP1,B2AI_5_Paclitaxel_E3_R12_z02_
GSTP1,B2AI_5_Paclitaxel_E3_R2_z01_
GSTP1,B2AI_5_Paclitaxel_E3_R3_z00_
GSTP1,B2AI_5_Paclitaxel_E3_R4_z01_
GSTP1,B2AI_5_Paclitaxel_E3_R5_z01_
GSTP1,B2AI_5_Paclitaxel_E3_R6_z01_
GSTP1,B2AI_5_Paclitaxel_E3_R7_z00_
GSTP1,B2AI_5_Paclitaxel_E3_R8_z01_
ALYREF,B2AI_2_Paclitaxel_F4_R1_z02_
ALYREF,B2AI_2_Paclitaxel_F4_R11_z01_
ALYREF,B2AI_2_Paclitaxel_F4_R12_z01_
ALYREF,B2AI_2_Paclitaxel_F4_R13_z02_
ALYREF,B2AI_2_Paclitaxel_F4_R14_z02_
ALYREF,B2AI_2_Paclitaxel_F4_R2_z02_
ALYREF,B2AI_2_Paclitaxel_F4_R3_z02_
ALYREF,B2AI_2_Paclitaxel_F4_R4_z02_
ALYREF,B2AI_2_Paclitaxel_F4_R5_z02_
ALYREF,B2AI_2_Paclitaxel_F4_R6_z02_
ALYREF,B2AI_2_Paclitaxel_F4_R7_z02_
ALYREF,B2AI_2_Paclitaxel_F4_R8_z02_
SLIRP,B2AI_2_Paclitaxel_G4_R1_z02_
SLIRP,B2AI_2_Paclitaxel_G4_R11_z00_
SLIRP,B2AI_2_Paclitaxel_G4_R12_z01_
SLIRP,B2AI_2_Paclitaxel_G4_R13_z00_
SLIRP,B2AI_2_Paclitaxel_G4_R2_z02_
SLIRP,B2AI_2_Paclitaxel_G4_R4_z02_
SLIRP,B2AI_2_Paclitaxel_G4_R5_z02_
SLIRP,B2AI_2_Paclitaxel_G4_R6_z02_
SLIRP,B2AI_2_Paclitaxel_G4_R7_z02_
SLIRP,B2AI_2_Paclitaxel_G4_R8_z02_
DUSP16,B2AI_4_Paclitaxel_E4_R1_z02_
DUSP16,B2AI_4_Paclitaxel_E4_R11_z02_
DUSP16,B2AI_4_Paclitaxel_E4_R2_z02_
DUSP16,B2AI_4_Paclitaxel_E4_R21_z02_
DUSP16,B2AI_4_Paclitaxel_E4_R22_z01_
DUSP16,B2AI_4_Paclitaxel_E4_R23_z01_
DUSP16,B2AI_4_Paclitaxel_E4_R24_z02_
DUSP16,B2AI_4_Paclitaxel_E4_R25_z02_
DUSP16,B2AI_4_Paclitaxel_E4_R26_z02_
DUSP16,B2AI_4_Paclitaxel_E4_R27_z02_
DUSP16,B2AI_4_Paclitaxel_E4_R28_z01_
DUSP16,B2AI_4_Paclitaxel_E4_R3_z02_
DUSP16,B2AI_4_Paclitaxel_E4_R4_z02_
DUSP16,B2AI_4_Paclitaxel_E4_R5_z02_
DUSP16,B2AI_4_Paclitaxel_E4_R6_z02_
DUSP16,B2AI_4_Paclitaxel_E4_R7_z02_
DUSP16,B2AI_4_Paclitaxel_E4_R8_z02_
OGDH,B2AI_5_Paclitaxel_F3_R1_z00_
OGDH,B2AI_5_Paclitaxel_F3_R11_z01_
OGDH,B2AI_5_Paclitaxel_F3_R12_z01_
OGDH,B2AI_5_Paclitaxel_F3_R2_z01_
